purchase_id,customer_id,product_id,quantity,purchase_date,store,name,city,signup_date,product_name,category,price,total_price
T0471,C088,P047,1,2023-03-20 08:00:00,Store C,Patricia Patel,San Francisco,2023-09-19,Resistance Bands,Sports,382.56,382.56
T0472,C098,P025,1,2023-03-20 12:00:00,Store C,Alice Davis,Portland,2023-10-19,Plant Pot,Home & Garden,92.19,92.19
T0473,C097,P030,2,2023-03-20 16:00:00,Store B,Bob Thompson,San Francisco,2023-10-16,Picture Frame,Home & Garden,253.25,506.5
T0474,C068,P009,4,2023-03-20 20:00:00,Store B,Alice Rodriguez,San Diego,2023-07-21,USB Cable,Electronics,572.28,2289.12
T0475,C028,P021,1,2023-03-21 00:00:00,Store A,Quinn Rodriguez,San Francisco,2023-03-23,Coffee Maker,Home & Garden,293.12,293.12
T0476,C100,P020,3,2023-03-21 04:00:00,Store C,Eric Davis,Seattle,2023-10-25,Scarf,Clothing,114.39,343.17
T0477,C093,P019,2,2023-03-21 08:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Shorts,Clothing,102.87,205.74
T0478,C030,P019,2,2023-03-21 12:00:00,Store C,Teresa Davis,Seattle,2023-03-29,Shorts,Clothing,102.87,205.74
T0479,C097,P012,2,2023-03-21 16:00:00,Store C,Bob Thompson,San Francisco,2023-10-16,Jeans,Clothing,120.1,240.2
T0480,C095,P037,1,2023-03-21 20:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Travel Guide,Books,38.58,38.58
T0481,C074,P042,1,2023-03-22 00:00:00,Store A,Teresa Wilson,San Diego,2023-08-08,Dumbbells,Sports,283.86,283.86
T0482,C079,P017,2,2023-03-22 04:00:00,Store C,Hannah Patel,Portland,2023-08-23,Socks,Clothing,89.08,178.16
T0483,C064,P037,1,2023-03-22 08:00:00,Store B,Patricia Jackson,Portland,2023-07-09,Travel Guide,Books,38.58,38.58
T0484,C016,P048,4,2023-03-22 12:00:00,Store A,George Rodriguez,Seattle,2023-02-15,Jump Rope,Sports,21.98,87.92
T0485,C058,P039,1,2023-03-22 16:00:00,Store C,Hannah Lee,Seattle,2023-06-21,Poetry,Books,21.2,21.2
T0486,C091,P028,1,2023-03-22 20:00:00,Store B,Alice Davis,Seattle,2023-09-28,Pillow,Home & Garden,22.22,22.22
T0487,C002,P041,2,2023-03-23 00:00:00,Store C,Teresa Miller,Sacramento,2023-01-04,Yoga Mat,Sports,372.88,745.76
T0488,C058,P035,1,2023-03-23 04:00:00,Store B,Hannah Lee,Seattle,2023-06-21,Magazine,Books,20.01,20.01
T0489,C064,P047,2,2023-03-23 08:00:00,Store B,Patricia Jackson,Portland,2023-07-09,Resistance Bands,Sports,382.56,765.12
T0490,C075,P048,2,2023-03-23 12:00:00,Store C,Alice Wilson,Los Angeles,2023-08-11,Jump Rope,Sports,21.98,43.96
T0491,C097,P018,4,2023-03-23 16:00:00,Store C,Bob Thompson,San Francisco,2023-10-16,Dress,Clothing,90.28,361.12
T0492,C059,P014,3,2023-03-23 20:00:00,Store B,Rachel Wilson,Seattle,2023-06-24,Jacket,Clothing,100.98,302.94
T0493,C059,P035,2,2023-03-24 00:00:00,Store A,Rachel Wilson,Seattle,2023-06-24,Magazine,Books,20.01,40.02
T0494,C088,P044,2,2023-03-24 04:00:00,Store C,Patricia Patel,San Francisco,2023-09-19,Soccer Ball,Sports,218.51,437.02
T0495,C069,P041,4,2023-03-24 08:00:00,Store B,Laura Thompson,Seattle,2023-07-24,Yoga Mat,Sports,372.88,1491.52
T0496,C045,P007,1,2023-03-24 12:00:00,Store B,Fiona Wilson,Portland,2023-05-13,Headphones,Electronics,104.15,104.15
T0497,C069,P041,1,2023-03-24 16:00:00,Store A,Laura Thompson,Seattle,2023-07-24,Yoga Mat,Sports,372.88,372.88
T0498,C033,P013,1,2023-03-24 20:00:00,Store A,Eric Chen,Seattle,2023-04-07,Sweater,Clothing,48.06,48.06
T0499,C038,P018,1,2023-03-25 00:00:00,Store A,Alice Kim,Seattle,2023-04-22,Dress,Clothing,90.28,90.28
T0500,C072,P037,2,2023-03-25 04:00:00,Store C,Charlie Kim,Seattle,2023-08-02,Travel Guide,Books,38.58,77.16
T0501,C066,P013,2,2023-03-25 08:00:00,Store B,Teresa Davis,San Francisco,2023-07-15,Sweater,Clothing,48.06,96.12
T0502,C097,P036,2,2023-03-25 12:00:00,Store B,Bob Thompson,San Francisco,2023-10-16,Comic Book,Books,31.97,63.94
T0503,C061,P031,1,2023-03-25 16:00:00,Store B,Rachel Lee,Portland,2023-06-30,Fiction Novel,Books,37.84,37.84
T0504,C078,P002,2,2023-03-25 20:00:00,Store A,Diana Garcia,Seattle,2023-08-20,Mouse,Electronics,725.12,1450.24
T0505,C081,P016,1,2023-03-26 00:00:00,Store B,Charlie Anderson,San Diego,2023-08-29,Hat,Clothing,26.72,26.72
T0506,C005,P009,2,2023-03-26 04:00:00,Store C,George Miller,Seattle,2023-01-13,USB Cable,Electronics,572.28,1144.56
T0507,C083,P009,2,2023-03-26 08:00:00,Store A,Rachel Martinez,Portland,2023-09-04,USB Cable,Electronics,572.28,1144.56
T0508,C039,P038,1,2023-03-26 12:00:00,Store A,Bob Thompson,Los Angeles,2023-04-25,Self-Help,Books,36.41,36.41
T0509,C099,P011,1,2023-03-26 16:00:00,Store A,Oscar Chen,Seattle,2023-10-22,T-Shirt,Clothing,87.89,87.89
T0510,C034,P022,1,2023-03-26 20:00:00,Store A,Quinn Brown,Sacramento,2023-04-10,Blender,Home & Garden,162.15,162.15
T0511,C065,P033,3,2023-03-27 00:00:00,Store C,Patricia Anderson,Portland,2023-07-12,Biography,Books,16.93,50.79
T0512,C022,P036,4,2023-03-27 04:00:00,Store B,Ian Rodriguez,Seattle,2023-03-05,Comic Book,Books,31.97,127.88
T0513,C100,P045,2,2023-03-27 08:00:00,Store C,Eric Davis,Seattle,2023-10-25,Running Shoes,Sports,135.15,270.3
T0514,C073,P023,1,2023-03-27 12:00:00,Store B,Patricia Kim,Seattle,2023-08-05,Vacuum,Home & Garden,107.04,107.04
T0515,C079,P045,1,2023-03-27 16:00:00,Store C,Hannah Patel,Portland,2023-08-23,Running Shoes,Sports,135.15,135.15
T0516,C019,P045,2,2023-03-27 20:00:00,Store A,Ian Kim,Portland,2023-02-24,Running Shoes,Sports,135.15,270.3
T0517,C088,P034,3,2023-03-28 00:00:00,Store A,Patricia Patel,San Francisco,2023-09-19,Textbook,Books,16.26,48.78
T0518,C043,P009,1,2023-03-28 04:00:00,Store C,Kevin Wilson,Seattle,2023-05-07,USB Cable,Electronics,572.28,572.28
T0519,C096,P024,1,2023-03-28 08:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Lamp,Home & Garden,241.63,241.63
T0520,C043,P008,2,2023-03-28 12:00:00,Store B,Kevin Wilson,Seattle,2023-05-07,Webcam,Electronics,1242.77,2485.54
T0521,C041,P007,1,2023-03-28 16:00:00,Store C,Fiona Lee,Seattle,2023-05-01,Headphones,Electronics,104.15,104.15
T0522,C011,P036,1,2023-03-28 20:00:00,Store C,Michael Rodriguez,Seattle,2023-01-31,Comic Book,Books,31.97,31.97
T0523,C070,P018,1,2023-03-29 00:00:00,Store B,Eric Brown,Sacramento,2023-07-27,Dress,Clothing,90.28,90.28
T0524,C077,P003,2,2023-03-29 04:00:00,Store B,Quinn Wilson,Los Angeles,2023-08-17,Keyboard,Electronics,836.83,1673.66
T0525,C018,P028,3,2023-03-29 08:00:00,Store B,Teresa Miller,San Francisco,2023-02-21,Pillow,Home & Garden,22.22,66.66
T0526,C090,P006,4,2023-03-29 12:00:00,Store C,Charlie Chen,San Francisco,2023-09-25,Smartphone,Electronics,94.23,376.92
T0527,C069,P044,2,2023-03-29 16:00:00,Store B,Laura Thompson,Seattle,2023-07-24,Soccer Ball,Sports,218.51,437.02
T0528,C074,P044,2,2023-03-29 20:00:00,Store A,Teresa Wilson,San Diego,2023-08-08,Soccer Ball,Sports,218.51,437.02
T0529,C068,P021,1,2023-03-30 00:00:00,Store A,Alice Rodriguez,San Diego,2023-07-21,Coffee Maker,Home & Garden,293.12,293.12
T0530,C064,P028,2,2023-03-30 04:00:00,Store A,Patricia Jackson,Portland,2023-07-09,Pillow,Home & Garden,22.22,44.44
T0531,C077,P040,1,2023-03-30 08:00:00,Store C,Quinn Wilson,Los Angeles,2023-08-17,Reference Book,Books,48.19,48.19
T0532,C035,P001,2,2023-03-30 12:00:00,Store A,Quinn Martinez,Sacramento,2023-04-13,Laptop,Electronics,102.12,204.24
T0533,C039,P036,1,2023-03-30 16:00:00,Store C,Bob Thompson,Los Angeles,2023-04-25,Comic Book,Books,31.97,31.97
T0534,C094,P021,1,2023-03-30 20:00:00,Store C,Fiona Garcia,San Francisco,2023-10-07,Coffee Maker,Home & Garden,293.12,293.12
T0535,C098,P043,1,2023-03-31 00:00:00,Store A,Alice Davis,Portland,2023-10-19,Tennis Racket,Sports,311.68,311.68
T0536,C062,P035,1,2023-03-31 04:00:00,Store B,Julia Kim,Portland,2023-07-03,Magazine,Books,20.01,20.01
T0537,C051,P013,1,2023-03-31 08:00:00,Store C,Fiona Miller,Sacramento,2023-05-31,Sweater,Clothing,48.06,48.06
T0538,C082,P049,1,2023-03-31 12:00:00,Store A,Rachel Rodriguez,San Francisco,2023-09-01,Bicycle,Sports,71.3,71.3
T0539,C065,P010,5,2023-03-31 16:00:00,Store C,Patricia Anderson,Portland,2023-07-12,Power Bank,Electronics,234.24,1171.2
T0540,C008,P044,1,2023-03-31 20:00:00,Store B,George Brown,San Diego,2023-01-22,Soccer Ball,Sports,218.51,218.51
T0541,C035,P047,2,2023-04-01 00:00:00,Store B,Quinn Martinez,Sacramento,2023-04-13,Resistance Bands,Sports,382.56,765.12
T0542,C086,P010,3,2023-04-01 04:00:00,Store A,Alice Patel,Portland,2023-09-13,Power Bank,Electronics,234.24,702.72
T0543,C083,P046,5,2023-04-01 08:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Water Bottle,Sports,187.65,938.25
T0544,C009,P013,2,2023-04-01 12:00:00,Store C,Steve Garcia,San Francisco,2023-01-25,Sweater,Clothing,48.06,96.12
T0545,C045,P037,3,2023-04-01 16:00:00,Store C,Fiona Wilson,Portland,2023-05-13,Travel Guide,Books,38.58,115.74
T0546,C046,P038,1,2023-04-01 20:00:00,Store C,Eric Patel,Los Angeles,2023-05-16,Self-Help,Books,36.41,36.41
T0547,C084,P024,1,2023-04-02 00:00:00,Store A,Charlie Miller,Seattle,2023-09-07,Lamp,Home & Garden,241.63,241.63
T0548,C007,P002,1,2023-04-02 04:00:00,Store B,Diana Miller,Seattle,2023-01-19,Mouse,Electronics,725.12,725.12
T0549,C026,P022,2,2023-04-02 08:00:00,Store A,Oscar Brown,Los Angeles,2023-03-17,Blender,Home & Garden,162.15,324.3
T0550,C091,P017,2,2023-04-02 12:00:00,Store C,Alice Davis,Seattle,2023-09-28,Socks,Clothing,89.08,178.16
T0551,C039,P036,1,2023-04-02 16:00:00,Store C,Bob Thompson,Los Angeles,2023-04-25,Comic Book,Books,31.97,31.97
T0552,C083,P014,1,2023-04-02 20:00:00,Store B,Rachel Martinez,Portland,2023-09-04,Jacket,Clothing,100.98,100.98
T0553,C047,P010,2,2023-04-03 00:00:00,Store C,Bob Garcia,Portland,2023-05-19,Power Bank,Electronics,234.24,468.48
T0554,C025,P035,1,2023-04-03 04:00:00,Store A,Laura Wilson,San Francisco,2023-03-14,Magazine,Books,20.01,20.01
T0555,C048,P025,2,2023-04-03 08:00:00,Store A,Kevin Singh,San Francisco,2023-05-22,Plant Pot,Home & Garden,92.19,184.38
T0556,C087,P003,2,2023-04-03 12:00:00,Store B,Alice Rodriguez,Los Angeles,2023-09-16,Keyboard,Electronics,836.83,1673.66
T0557,C094,P047,2,2023-04-03 16:00:00,Store A,Fiona Garcia,San Francisco,2023-10-07,Resistance Bands,Sports,382.56,765.12
T0558,C093,P038,3,2023-04-03 20:00:00,Store A,Nina Rodriguez,Los Angeles,2023-10-04,Self-Help,Books,36.41,109.23
T0559,C064,P017,3,2023-04-04 00:00:00,Store A,Patricia Jackson,Portland,2023-07-09,Socks,Clothing,89.08,267.24
T0560,C084,P012,1,2023-04-04 04:00:00,Store A,Charlie Miller,Seattle,2023-09-07,Jeans,Clothing,120.1,120.1
T0561,C043,P024,2,2023-04-04 08:00:00,Store C,Kevin Wilson,Seattle,2023-05-07,Lamp,Home & Garden,241.63,483.26
T0562,C053,P029,2,2023-04-04 12:00:00,Store A,Diana Kim,Sacramento,2023-06-06,Candle,Home & Garden,289.35,578.7
T0563,C096,P043,1,2023-04-04 16:00:00,Store B,Hannah Brown,San Francisco,2023-10-13,Tennis Racket,Sports,311.68,311.68
T0564,C005,P025,1,2023-04-04 20:00:00,Store B,George Miller,Seattle,2023-01-13,Plant Pot,Home & Garden,92.19,92.19
T0565,C022,P036,1,2023-04-05 00:00:00,Store A,Ian Rodriguez,Seattle,2023-03-05,Comic Book,Books,31.97,31.97
T0566,C043,P026,1,2023-04-05 04:00:00,Store B,Kevin Wilson,Seattle,2023-05-07,Rug,Home & Garden,140.11,140.11
T0567,C008,P038,2,2023-04-05 08:00:00,Store A,George Brown,San Diego,2023-01-22,Self-Help,Books,36.41,72.82
T0568,C039,P001,3,2023-04-05 12:00:00,Store B,Bob Thompson,Los Angeles,2023-04-25,Laptop,Electronics,102.12,306.36
T0569,C078,P020,1,2023-04-05 16:00:00,Store B,Diana Garcia,Seattle,2023-08-20,Scarf,Clothing,114.39,114.39
T0570,C066,P028,1,2023-04-05 20:00:00,Store A,Teresa Davis,San Francisco,2023-07-15,Pillow,Home & Garden,22.22,22.22
T0571,C096,P016,4,2023-04-06 00:00:00,Store A,Hannah Brown,San Francisco,2023-10-13,Hat,Clothing,26.72,106.88
T0572,C092,P047,1,2023-04-06 04:00:00,Store C,Steve Garcia,Los Angeles,2023-10-01,Resistance Bands,Sports,382.56,382.56
T0573,C059,P017,1,2023-04-06 08:00:00,Store A,Rachel Wilson,Seattle,2023-06-24,Socks,Clothing,89.08,89.08
T0574,C050,P040,2,2023-04-06 12:00:00,Store A,Ian Davis,Seattle,2023-05-28,Reference Book,Books,48.19,96.38
T0575,C062,P028,2,2023-04-06 16:00:00,Store C,Julia Kim,Portland,2023-07-03,Pillow,Home & Garden,22.22,44.44
T0576,C079,P012,1,2023-04-06 20:00:00,Store A,Hannah Patel,Portland,2023-08-23,Jeans,Clothing,120.1,120.1
T0577,C051,P027,1,2023-04-07 00:00:00,Store A,Fiona Miller,Sacramento,2023-05-31,Curtains,Home & Garden,37.36,37.36
T0578,C081,P042,1,2023-04-07 04:00:00,Store C,Charlie Anderson,San Diego,2023-08-29,Dumbbells,Sports,283.86,283.86
T0579,C065,P047,2,2023-04-07 08:00:00,Store A,Patricia Anderson,Portland,2023-07-12,Resistance Bands,Sports,382.56,765.12
T0580,C076,P030,2,2023-04-07 12:00:00,Store A,Teresa Brown,Los Angeles,2023-08-14,Picture Frame,Home & Garden,253.25,506.5
T0581,C067,P041,1,2023-04-07 16:00:00,Store C,Quinn Martinez,Seattle,2023-07-18,Yoga Mat,Sports,372.88,372.88
T0582,C054,P034,2,2023-04-07 20:00:00,Store C,Charlie Singh,San Diego,2023-06-09,Textbook,Books,16.26,32.52
T0583,C098,P037,3,2023-04-08 00:00:00,Store B,Alice Davis,Portland,2023-10-19,Travel Guide,Books,38.58,115.74
T0584,C089,P006,1,2023-04-08 04:00:00,Store A,Hannah Lee,San Diego,2023-09-22,Smartphone,Electronics,94.23,94.23
T0585,C033,P007,1,2023-04-08 08:00:00,Store B,Eric Chen,Seattle,2023-04-07,Headphones,Electronics,104.15,104.15
T0586,C095,P032,2,2023-04-08 12:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Cookbook,Books,26.36,52.72
T0587,C071,P032,1,2023-04-08 16:00:00,Store C,Ian Anderson,Los Angeles,2023-07-30,Cookbook,Books,26.36,26.36
T0588,C096,P025,1,2023-04-08 20:00:00,Store A,Hannah Brown,San Francisco,2023-10-13,Plant Pot,Home & Garden,92.19,92.19
T0589,C091,P033,2,2023-04-09 00:00:00,Store A,Alice Davis,Seattle,2023-09-28,Biography,Books,16.93,33.86
T0590,C066,P007,3,2023-04-09 04:00:00,Store C,Teresa Davis,San Francisco,2023-07-15,Headphones,Electronics,104.15,312.45
T0591,C007,P012,3,2023-04-09 08:00:00,Store B,Diana Miller,Seattle,2023-01-19,Jeans,Clothing,120.1,360.3
T0592,C051,P016,2,2023-04-09 12:00:00,Store C,Fiona Miller,Sacramento,2023-05-31,Hat,Clothing,26.72,53.44
T0593,C075,P016,2,2023-04-09 16:00:00,Store A,Alice Wilson,Los Angeles,2023-08-11,Hat,Clothing,26.72,53.44
T0594,C082,P043,1,2023-04-09 20:00:00,Store C,Rachel Rodriguez,San Francisco,2023-09-01,Tennis Racket,Sports,311.68,311.68
T0595,C049,P036,2,2023-04-10 00:00:00,Store A,Patricia Chen,San Francisco,2023-05-25,Comic Book,Books,31.97,63.94
T0596,C033,P013,1,2023-04-10 04:00:00,Store B,Eric Chen,Seattle,2023-04-07,Sweater,Clothing,48.06,48.06
T0597,C093,P007,1,2023-04-10 08:00:00,Store A,Nina Rodriguez,Los Angeles,2023-10-04,Headphones,Electronics,104.15,104.15
T0598,C100,P036,2,2023-04-10 12:00:00,Store B,Eric Davis,Seattle,2023-10-25,Comic Book,Books,31.97,63.94
T0599,C074,P047,2,2023-04-10 16:00:00,Store B,Teresa Wilson,San Diego,2023-08-08,Resistance Bands,Sports,382.56,765.12
T0600,C038,P009,1,2023-04-10 20:00:00,Store A,Alice Kim,Seattle,2023-04-22,USB Cable,Electronics,572.28,572.28
T0601,C051,P032,4,2023-04-11 00:00:00,Store A,Fiona Miller,Sacramento,2023-05-31,Cookbook,Books,26.36,105.44
T0602,C006,P011,1,2023-04-11 04:00:00,Store B,Oscar Brown,Seattle,2023-01-16,T-Shirt,Clothing,87.89,87.89
T0603,C097,P008,1,2023-04-11 08:00:00,Store C,Bob Thompson,San Francisco,2023-10-16,Webcam,Electronics,1242.77,1242.77
T0604,C029,P033,1,2023-04-11 12:00:00,Store A,Quinn Jackson,San Francisco,2023-03-26,Biography,Books,16.93,16.93
T0605,C078,P023,3,2023-04-11 16:00:00,Store B,Diana Garcia,Seattle,2023-08-20,Vacuum,Home & Garden,107.04,321.12
T0606,C051,P025,2,2023-04-11 20:00:00,Store B,Fiona Miller,Sacramento,2023-05-31,Plant Pot,Home & Garden,92.19,184.38
T0607,C076,P008,1,2023-04-12 00:00:00,Store C,Teresa Brown,Los Angeles,2023-08-14,Webcam,Electronics,1242.77,1242.77
T0608,C083,P045,2,2023-04-12 04:00:00,Store A,Rachel Martinez,Portland,2023-09-04,Running Shoes,Sports,135.15,270.3
T0609,C093,P022,1,2023-04-12 08:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Blender,Home & Garden,162.15,162.15
T0610,C043,P004,3,2023-04-12 12:00:00,Store C,Kevin Wilson,Seattle,2023-05-07,Monitor,Electronics,465.48,1396.44
T0611,C004,P040,1,2023-04-12 16:00:00,Store B,Eric Lee,San Francisco,2023-01-10,Reference Book,Books,48.19,48.19
T0612,C032,P003,1,2023-04-12 20:00:00,Store A,Charlie Chen,Seattle,2023-04-04,Keyboard,Electronics,836.83,836.83
T0613,C096,P029,4,2023-04-13 00:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Candle,Home & Garden,289.35,1157.4
T0614,C095,P041,1,2023-04-13 04:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Yoga Mat,Sports,372.88,372.88
T0615,C079,P029,1,2023-04-13 08:00:00,Store C,Hannah Patel,Portland,2023-08-23,Candle,Home & Garden,289.35,289.35
T0616,C079,P034,2,2023-04-13 12:00:00,Store A,Hannah Patel,Portland,2023-08-23,Textbook,Books,16.26,32.52
T0617,C084,P034,4,2023-04-13 16:00:00,Store C,Charlie Miller,Seattle,2023-09-07,Textbook,Books,16.26,65.04
T0618,C038,P028,1,2023-04-13 20:00:00,Store A,Alice Kim,Seattle,2023-04-22,Pillow,Home & Garden,22.22,22.22
T0619,C097,P013,1,2023-04-14 00:00:00,Store B,Bob Thompson,San Francisco,2023-10-16,Sweater,Clothing,48.06,48.06
T0620,C066,P015,1,2023-04-14 04:00:00,Store A,Teresa Davis,San Francisco,2023-07-15,Shoes,Clothing,31.1,31.1
T0621,C063,P023,2,2023-04-14 08:00:00,Store B,George Davis,San Diego,2023-07-06,Vacuum,Home & Garden,107.04,214.08
T0622,C074,P044,1,2023-04-14 12:00:00,Store B,Teresa Wilson,San Diego,2023-08-08,Soccer Ball,Sports,218.51,218.51
T0623,C014,P026,2,2023-04-14 16:00:00,Store A,Teresa Rodriguez,Seattle,2023-02-09,Rug,Home & Garden,140.11,280.22
T0624,C037,P004,5,2023-04-14 20:00:00,Store B,Eric Chen,Portland,2023-04-19,Monitor,Electronics,465.48,2327.4
T0625,C088,P026,1,2023-04-15 00:00:00,Store C,Patricia Patel,San Francisco,2023-09-19,Rug,Home & Garden,140.11,140.11
T0626,C022,P040,1,2023-04-15 04:00:00,Store B,Ian Rodriguez,Seattle,2023-03-05,Reference Book,Books,48.19,48.19
T0627,C080,P009,1,2023-04-15 08:00:00,Store A,Charlie Rodriguez,Seattle,2023-08-26,USB Cable,Electronics,572.28,572.28
T0628,C048,P005,1,2023-04-15 12:00:00,Store C,Kevin Singh,San Francisco,2023-05-22,Tablet,Electronics,906.71,906.71
T0629,C063,P032,3,2023-04-15 16:00:00,Store C,George Davis,San Diego,2023-07-06,Cookbook,Books,26.36,79.08
T0630,C053,P020,1,2023-04-15 20:00:00,Store B,Diana Kim,Sacramento,2023-06-06,Scarf,Clothing,114.39,114.39
T0631,C060,P050,1,2023-04-16 00:00:00,Store B,Alice Brown,Portland,2023-06-27,Skateboard,Sports,37.31,37.31
T0632,C087,P011,2,2023-04-16 04:00:00,Store A,Alice Rodriguez,Los Angeles,2023-09-16,T-Shirt,Clothing,87.89,175.78
T0633,C054,P015,1,2023-04-16 08:00:00,Store C,Charlie Singh,San Diego,2023-06-09,Shoes,Clothing,31.1,31.1
T0634,C077,P032,2,2023-04-16 12:00:00,Store A,Quinn Wilson,Los Angeles,2023-08-17,Cookbook,Books,26.36,52.72
T0635,C071,P028,1,2023-04-16 16:00:00,Store B,Ian Anderson,Los Angeles,2023-07-30,Pillow,Home & Garden,22.22,22.22
T0636,C083,P022,3,2023-04-16 20:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Blender,Home & Garden,162.15,486.45
T0637,C098,P041,4,2023-04-17 00:00:00,Store A,Alice Davis,Portland,2023-10-19,Yoga Mat,Sports,372.88,1491.52
T0638,C087,P017,2,2023-04-17 04:00:00,Store A,Alice Rodriguez,Los Angeles,2023-09-16,Socks,Clothing,89.08,178.16
T0639,C044,P026,4,2023-04-17 08:00:00,Store A,Quinn Singh,Sacramento,2023-05-10,Rug,Home & Garden,140.11,560.44
T0640,C010,P044,1,2023-04-17 12:00:00,Store A,Bob Jackson,Los Angeles,2023-01-28,Soccer Ball,Sports,218.51,218.51
T0641,C050,P007,1,2023-04-17 16:00:00,Store A,Ian Davis,Seattle,2023-05-28,Headphones,Electronics,104.15,104.15
T0642,C079,P042,2,2023-04-17 20:00:00,Store C,Hannah Patel,Portland,2023-08-23,Dumbbells,Sports,283.86,567.72
T0643,C015,P026,2,2023-04-18 00:00:00,Store A,Kevin Jackson,Seattle,2023-02-12,Rug,Home & Garden,140.11,280.22
T0644,C072,P025,1,2023-04-18 04:00:00,Store C,Charlie Kim,Seattle,2023-08-02,Plant Pot,Home & Garden,92.19,92.19
T0645,C079,P010,1,2023-04-18 08:00:00,Store A,Hannah Patel,Portland,2023-08-23,Power Bank,Electronics,234.24,234.24
T0646,C058,P045,1,2023-04-18 12:00:00,Store B,Hannah Lee,Seattle,2023-06-21,Running Shoes,Sports,135.15,135.15
T0647,C090,P019,1,2023-04-18 16:00:00,Store B,Charlie Chen,San Francisco,2023-09-25,Shorts,Clothing,102.87,102.87
T0648,C027,P011,1,2023-04-18 20:00:00,Store A,Ian Patel,Seattle,2023-03-20,T-Shirt,Clothing,87.89,87.89
T0649,C020,P013,2,2023-04-19 00:00:00,Store B,George Garcia,Portland,2023-02-27,Sweater,Clothing,48.06,96.12
T0650,C087,P008,1,2023-04-19 04:00:00,Store C,Alice Rodriguez,Los Angeles,2023-09-16,Webcam,Electronics,1242.77,1242.77
T0651,C072,P040,1,2023-04-19 08:00:00,Store A,Charlie Kim,Seattle,2023-08-02,Reference Book,Books,48.19,48.19
T0652,C085,P004,2,2023-04-19 12:00:00,Store C,Ian Patel,Portland,2023-09-10,Monitor,Electronics,465.48,930.96
T0653,C067,P047,2,2023-04-19 16:00:00,Store A,Quinn Martinez,Seattle,2023-07-18,Resistance Bands,Sports,382.56,765.12
T0654,C048,P031,3,2023-04-19 20:00:00,Store B,Kevin Singh,San Francisco,2023-05-22,Fiction Novel,Books,37.84,113.52
T0655,C092,P028,2,2023-04-20 00:00:00,Store C,Steve Garcia,Los Angeles,2023-10-01,Pillow,Home & Garden,22.22,44.44
T0656,C091,P011,1,2023-04-20 04:00:00,Store B,Alice Davis,Seattle,2023-09-28,T-Shirt,Clothing,87.89,87.89
T0657,C085,P043,3,2023-04-20 08:00:00,Store B,Ian Patel,Portland,2023-09-10,Tennis Racket,Sports,311.68,935.04
T0658,C051,P001,2,2023-04-20 12:00:00,Store A,Fiona Miller,Sacramento,2023-05-31,Laptop,Electronics,102.12,204.24
T0659,C079,P049,1,2023-04-20 16:00:00,Store C,Hannah Patel,Portland,2023-08-23,Bicycle,Sports,71.3,71.3
T0660,C061,P047,2,2023-04-20 20:00:00,Store B,Rachel Lee,Portland,2023-06-30,Resistance Bands,Sports,382.56,765.12
T0661,C024,P038,4,2023-04-21 00:00:00,Store A,Steve Jackson,Portland,2023-03-11,Self-Help,Books,36.41,145.64
T0662,C097,P024,1,2023-04-21 04:00:00,Store A,Bob Thompson,San Francisco,2023-10-16,Lamp,Home & Garden,241.63,241.63
T0663,C032,P047,1,2023-04-21 08:00:00,Store A,Charlie Chen,Seattle,2023-04-04,Resistance Bands,Sports,382.56,382.56
T0664,C098,P031,1,2023-04-21 12:00:00,Store B,Alice Davis,Portland,2023-10-19,Fiction Novel,Books,37.84,37.84
T0665,C068,P041,1,2023-04-21 16:00:00,Store A,Alice Rodriguez,San Diego,2023-07-21,Yoga Mat,Sports,372.88,372.88
T0666,C040,P046,1,2023-04-21 20:00:00,Store C,Laura Jackson,Portland,2023-04-28,Water Bottle,Sports,187.65,187.65
T0667,C075,P050,2,2023-04-22 00:00:00,Store C,Alice Wilson,Los Angeles,2023-08-11,Skateboard,Sports,37.31,74.62
T0668,C095,P026,1,2023-04-22 04:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Rug,Home & Garden,140.11,140.11
T0669,C087,P049,4,2023-04-22 08:00:00,Store C,Alice Rodriguez,Los Angeles,2023-09-16,Bicycle,Sports,71.3,285.2
T0670,C091,P050,3,2023-04-22 12:00:00,Store A,Alice Davis,Seattle,2023-09-28,Skateboard,Sports,37.31,111.93
T0671,C083,P005,2,2023-04-22 16:00:00,Store B,Rachel Martinez,Portland,2023-09-04,Tablet,Electronics,906.71,1813.42
T0672,C085,P020,3,2023-04-22 20:00:00,Store A,Ian Patel,Portland,2023-09-10,Scarf,Clothing,114.39,343.17
T0673,C094,P041,1,2023-04-23 00:00:00,Store B,Fiona Garcia,San Francisco,2023-10-07,Yoga Mat,Sports,372.88,372.88
T0674,C048,P011,1,2023-04-23 04:00:00,Store B,Kevin Singh,San Francisco,2023-05-22,T-Shirt,Clothing,87.89,87.89
